ID,Raca,Breed Size,Sexo,Idade,Spay/Neuter Status,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,Other Pets in Household,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Nivel_Atividade_Dono,Visitas_Anuais_Veterinario,Average Temperature (F),Synthetic,Status_Saude,peso_kg,caminhada_diaria_km,porte_animal,calorias_diarias_RER
220,10,0,0,6.0,0,2,3,4,0,1,0,10.0,1.0,3,0.0,70.0,1,0,20.87,3.22,1,683.5
221,10,0,1,10.0,1,3,0,7,1,0,0,9.0,1.0,2,2.0,70.0,0,1,8.16,4.83,2,337.96
222,7,0,0,6.0,2,3,0,7,0,0,0,10.0,0.0,2,1.0,62.0,0,1,18.6,3.22,1,626.95
223,5,2,1,7.0,2,0,0,7,1,1,0,10.0,1.0,3,3.0,,0,1,26.31,3.22,0,813.18
224,11,2,1,1.0,1,0,2,4,1,1,0,10.0,3.0,2,3.0,68.0,0,0,23.59,0.0,1,749.28
225,5,3,0,3.0,2,2,0,7,0,1,0,10.0,2.0,3,1.0,67.0,0,0,38.56,1.61,0,1083.18
226,14,1,1,1.0,2,0,2,3,1,1,0,10.0,2.0,0,3.0,43.0,0,1,23.59,6.44,1,749.28
227,12,0,1,9.0,1,1,0,7,0,0,0,12.0,1.0,0,0.0,55.0,0,1,20.87,3.22,1,683.5
228,2,1,1,2.0,2,0,2,1,1,1,0,10.0,1.0,3,0.0,100.0,0,0,15.88,6.44,1,556.85
229,8,0,0,1.0,0,0,3,4,0,0,0,12.0,2.0,3,2.0,77.0,0,1,38.56,1.61,0,1083.18
230,15,2,0,1.0,2,0,0,7,0,1,0,10.0,2.0,0,3.0,100.0,0,1,16.33,1.61,1,568.64
231,0,1,1,3.0,0,2,3,6,1,1,0,10.0,2.0,1,1.0,90.0,0,1,26.76,4.83,0,823.59
232,6,0,1,11.0,2,0,1,8,0,0,0,11.0,0.0,0,1.0,61.0,0,1,19.96,1.61,1,661.03
233,3,1,1,13.0,2,3,3,1,0,1,0,9.0,0.0,0,0.0,76.0,0,0,24.95,0.0,1,781.45
234,3,1,0,7.0,0,0,0,7,1,1,0,10.0,1.0,2,1.0,50.0,0,1,26.76,1.61,0,823.59
235,9,0,1,12.0,1,2,1,1,0,1,0,10.0,1.0,3,1.0,75.0,0,1,19.05,3.22,1,638.29
236,5,2,0,4.0,1,0,1,6,1,0,0,12.0,3.0,0,1.0,62.0,0,1,20.87,6.44,1,683.5
237,6,0,1,7.0,2,0,1,1,1,1,0,12.0,2.0,3,1.0,49.0,0,1,25.4,3.22,0,792.0
238,7,0,0,3.0,0,1,0,7,0,1,0,10.0,1.0,3,0.0,86.0,0,1,26.76,3.22,0,823.59
239,5,2,0,5.0,2,3,0,7,0,1,0,13.0,2.0,2,1.0,,0,1,26.76,11.27,0,823.59
240,4,2,0,12.0,1,0,0,7,1,0,0,11.0,0.0,3,1.0,66.0,0,1,30.39,4.83,0,906.04
241,11,2,0,13.0,1,1,2,0,0,1,0,10.0,2.0,2,1.0,80.0,0,0,31.75,3.22,0,936.28
242,6,0,1,7.0,2,0,2,3,0,1,0,13.0,1.0,1,0.0,87.0,0,0,18.14,1.61,1,615.28
243,12,0,1,1.0,2,2,3,4,1,0,0,8.0,1.0,1,0.0,86.0,0,0,24.04,8.05,1,759.97
244,0,3,1,6.0,1,0,2,8,0,0,0,12.0,3.0,3,0.0,58.0,0,1,24.95,1.61,1,781.45
245,3,1,0,10.0,0,0,2,1,1,0,0,11.0,1.0,0,0.0,77.0,0,0,20.87,9.66,1,683.5
246,10,0,1,5.0,0,0,2,8,1,0,0,11.0,2.0,0,2.0,44.0,0,1,24.95,0.0,1,781.45
247,9,0,1,2.0,0,0,1,8,0,0,0,13.0,0.0,1,1.0,65.0,0,1,24.95,0.0,1,781.45
248,3,1,1,10.0,2,3,1,6,1,1,0,11.0,3.0,3,1.0,53.0,0,1,30.39,1.61,0,906.04
249,11,2,1,1.0,1,2,2,1,1,1,0,11.0,4.0,0,2.0,82.0,0,0,20.41,4.83,1,672.17
250,5,2,0,8.0,1,0,3,6,1,0,0,11.0,1.0,1,1.0,57.0,0,1,29.03,1.61,0,875.45
251,4,2,1,4.0,2,0,3,8,1,1,0,11.0,2.0,0,0.0,61.0,0,1,30.39,3.22,0,906.04
252,11,2,0,3.0,0,1,1,1,0,1,0,13.0,2.0,1,3.0,73.0,0,1,26.31,4.83,0,813.18
253,10,0,1,12.0,0,0,1,2,1,1,0,14.0,2.0,3,4.0,62.0,0,1,25.4,1.61,0,792.0
254,1,2,0,13.0,0,1,3,0,1,0,0,12.0,2.0,0,2.0,59.0,0,1,19.05,8.05,1,638.29
255,1,2,1,1.0,1,3,3,8,0,1,0,10.0,1.0,2,2.0,59.0,0,1,24.49,3.22,1,770.62
256,4,3,1,11.0,2,0,1,4,0,1,0,13.0,2.0,3,0.0,53.0,0,0,26.76,9.66,0,823.59
257,5,2,0,10.0,0,2,2,8,0,1,0,10.0,1.0,3,1.0,44.0,0,0,22.68,8.05,1,727.5
258,5,2,1,13.0,2,0,0,7,1,0,0,11.0,2.0,2,2.0,62.0,0,1,10.43,3.22,1,406.27
259,15,2,0,8.0,0,3,3,7,0,1,0,13.0,1.0,1,2.0,30.0,0,1,14.97,6.44,1,532.74
260,9,0,0,4.0,2,0,1,8,1,1,0,12.0,2.0,0,1.0,49.0,0,1,21.77,1.61,1,705.49
261,5,2,0,13.0,0,0,1,6,0,1,0,11.0,2.0,3,1.0,74.0,0,1,32.21,4.83,0,946.44
262,11,2,0,1.0,1,2,2,5,1,1,0,11.0,1.0,3,2.0,79.0,0,0,14.51,4.83,1,520.41
263,7,3,0,6.0,0,1,0,7,1,0,0,10.0,2.0,1,1.0,58.0,0,1,28.58,4.83,0,865.26
264,14,3,1,1.0,2,3,1,2,0,0,0,13.0,1.0,3,2.0,,0,1,16.33,1.61,1,568.64
265,1,2,0,6.0,2,3,2,4,1,1,0,13.0,3.0,3,0.0,,0,0,16.78,6.44,1,580.35
266,1,2,1,4.0,1,2,3,0,1,0,0,10.0,2.0,3,3.0,74.0,0,1,11.79,3.22,1,445.38
267,14,1,1,1.0,1,1,2,2,0,0,0,12.0,3.0,3,1.0,72.0,0,1,24.49,3.22,1,770.62
268,7,0,1,13.0,2,0,0,7,0,1,0,14.0,2.0,3,1.0,71.0,0,1,24.95,3.22,1,781.45
269,3,1,0,7.0,0,0,0,7,0,1,0,10.0,1.0,0,2.0,55.0,0,1,25.4,6.44,0,792.0
270,11,2,0,9.0,1,0,0,7,0,0,0,12.0,2.0,2,0.0,61.0,0,1,21.32,4.83,1,694.53
271,1,2,1,3.0,1,1,3,2,0,0,0,12.0,0.0,1,0.0,40.0,0,1,34.47,3.22,0,995.82
272,1,2,1,13.0,2,0,0,7,0,0,1,11.0,0.0,3,2.0,72.0,0,0,19.96,3.22,1,661.03
273,4,2,1,4.0,2,0,0,7,1,1,0,11.0,1.0,1,3.0,39.0,0,1,29.48,6.44,0,885.61
274,9,0,1,6.0,0,0,0,7,0,1,0,10.0,0.0,0,2.0,77.0,0,1,16.33,1.61,1,568.64
275,2,1,1,5.0,2,2,0,7,1,1,0,13.0,1.0,3,1.0,,0,1,26.76,6.44,0,823.59
276,1,2,1,10.0,1,1,3,4,0,1,0,10.0,1.0,0,1.0,64.0,0,0,22.68,8.05,1,727.5
277,15,2,0,1.0,0,1,1,1,0,1,0,10.0,2.0,0,4.0,70.0,0,1,11.34,1.61,1,432.57
278,6,0,1,1.0,1,0,3,6,1,0,0,9.0,2.0,0,1.0,67.0,0,1,15.42,8.05,1,544.7
279,10,0,0,10.0,1,3,3,5,0,1,0,10.0,1.0,1,3.0,58.0,0,1,23.13,3.22,1,738.29
280,8,0,1,7.0,1,0,0,7,0,0,0,11.0,2.0,3,0.0,53.0,0,1,28.12,8.05,0,854.79
281,2,1,0,3.0,1,1,3,3,0,1,0,10.0,1.0,0,1.0,38.0,0,1,24.49,3.22,1,770.62
282,14,1,1,6.0,1,1,0,7,0,1,0,11.0,1.0,3,2.0,65.0,0,1,23.59,4.83,1,749.28
283,8,0,1,2.0,2,0,1,6,1,0,0,11.0,2.0,1,2.0,68.0,0,1,27.67,9.66,0,844.51
284,15,2,0,2.0,0,0,2,1,1,1,0,10.0,0.0,1,0.0,42.0,0,0,30.39,3.22,0,906.04
285,11,2,1,11.0,0,0,0,7,1,0,0,12.0,1.0,1,2.0,65.0,0,1,17.24,6.44,1,592.24
286,12,0,1,2.0,0,0,3,6,1,1,0,10.0,0.0,0,3.0,,0,1,32.21,3.22,0,946.44
287,5,2,1,5.0,2,1,3,4,0,0,0,12.0,2.0,2,2.0,55.0,0,1,32.66,3.22,0,956.34
288,1,2,1,10.0,2,0,1,5,0,1,0,9.0,1.0,0,0.0,60.0,0,0,29.48,3.22,0,885.61
289,14,1,1,3.0,1,2,1,6,0,1,0,8.0,0.0,1,1.0,71.0,0,1,34.02,6.44,0,986.05
290,7,0,0,7.0,2,3,1,8,0,0,0,13.0,1.0,3,1.0,67.0,0,1,15.88,6.44,1,556.85
291,0,1,0,5.0,0,1,0,7,0,1,0,8.0,0.0,0,3.0,56.0,0,1,22.23,8.05,1,716.64
292,0,1,1,1.0,2,2,1,7,0,0,0,10.0,1.0,2,2.0,86.0,0,0,27.22,8.05,0,834.19
293,12,0,0,2.0,0,3,3,8,0,1,0,12.0,1.0,2,1.0,96.0,0,1,26.31,3.22,0,813.18
294,6,0,1,10.0,1,0,0,7,1,1,0,12.0,1.0,3,1.0,63.0,0,1,14.51,6.44,1,520.41
295,15,2,1,12.0,2,3,1,3,0,1,0,12.0,2.0,0,4.0,66.0,0,1,16.78,3.22,1,580.35
296,0,3,1,13.0,1,0,3,3,1,0,0,12.0,1.0,0,1.0,63.0,0,1,22.68,8.05,1,727.5
297,12,0,0,9.0,2,2,2,2,1,0,0,10.0,0.0,3,1.0,64.0,0,0,28.58,3.22,0,865.26
298,2,1,0,10.0,2,0,3,1,0,0,0,10.0,1.0,3,4.0,77.0,1,0,22.68,6.44,1,727.5
299,1,2,0,13.0,1,0,2,0,1,0,0,11.0,2.0,3,4.0,69.0,0,1,29.03,3.22,0,875.45
300,10,0,0,9.0,1,0,0,7,1,0,0,10.0,2.0,3,0.0,80.0,0,1,25.4,6.44,0,792.0
301,15,2,1,2.0,2,0,3,4,0,0,0,12.0,2.0,1,1.0,80.0,0,1,17.24,3.22,1,592.24
302,14,1,1,11.0,2,0,3,0,1,0,0,9.0,0.0,3,2.0,80.0,0,0,16.33,3.22,1,568.64
303,10,0,1,12.0,0,0,0,7,1,1,0,12.0,1.0,2,2.0,48.0,0,1,31.3,6.44,0,926.31
304,8,0,1,9.0,2,0,2,1,0,0,0,10.0,1.0,3,3.0,48.0,0,1,28.58,4.83,0,865.26
305,12,0,0,10.0,2,1,3,5,1,0,0,9.0,2.0,3,2.0,39.0,0,0,22.68,4.83,1,727.5
306,14,1,0,5.0,1,1,2,5,1,0,0,11.0,0.0,3,2.0,62.0,0,1,30.39,4.83,0,906.04
307,8,3,1,2.0,2,3,1,4,0,0,0,11.0,4.0,3,3.0,51.0,0,1,16.78,4.83,1,580.35
308,7,0,0,8.0,0,3,1,3,1,0,0,13.0,0.0,1,1.0,36.0,0,1,12.7,0.0,1,470.92
309,15,2,1,3.0,2,3,1,2,1,1,0,10.0,2.0,3,1.0,96.0,0,1,26.76,3.22,0,823.59
310,0,1,0,4.0,0,0,2,4,2,0,0,10.0,1.0,3,4.0,67.0,0,1,23.13,3.22,1,738.29
311,6,0,0,12.0,2,0,1,6,0,1,0,10.0,2.0,3,4.0,68.0,1,0,23.13,4.83,1,738.29
312,6,0,1,2.0,2,0,1,2,1,0,0,12.0,2.0,3,0.0,64.0,0,1,8.62,8.05,2,352.15
313,4,2,1,8.0,0,1,0,7,0,1,0,9.0,2.0,3,1.0,45.0,0,1,22.68,8.05,1,727.5
314,6,0,0,3.0,1,2,1,0,0,0,0,12.0,1.0,3,0.0,53.0,0,1,17.24,4.83,1,592.24
315,0,1,1,10.0,0,3,0,7,1,0,0,12.0,2.0,3,3.0,81.0,0,1,21.32,3.22,1,694.53
316,7,0,0,2.0,1,0,2,2,0,0,0,11.0,3.0,2,0.0,73.0,0,1,29.48,6.44,0,885.61
317,10,0,1,2.0,1,2,2,5,0,0,0,11.0,2.0,0,2.0,70.0,0,1,25.85,1.61,0,802.5
318,8,0,1,4.0,0,0,3,0,0,0,0,10.0,3.0,0,1.0,89.0,0,1,24.49,4.83,1,770.62
319,15,2,1,8.0,0,0,1,5,0,0,0,10.0,3.0,1,0.0,67.0,0,1,37.65,8.05,0,1063.95
320,9,0,1,11.0,0,1,1,4,0,1,0,11.0,2.0,2,2.0,67.0,0,1,29.03,4.83,0,875.45
321,9,0,0,1.0,0,0,3,2,0,0,0,11.0,3.0,1,1.0,38.0,0,1,25.4,9.66,0,792.0
322,15,2,0,8.0,1,2,3,4,0,1,0,11.0,2.0,0,4.0,65.0,0,1,22.23,1.61,1,716.64
323,3,1,0,13.0,2,3,3,5,0,1,0,11.0,1.0,2,0.0,68.0,0,0,24.95,4.83,1,781.45
324,11,2,1,12.0,1,0,3,0,1,1,0,10.0,0.0,0,1.0,54.0,0,1,29.48,9.66,0,885.61
325,15,2,1,2.0,1,2,1,5,0,1,0,11.0,1.0,3,3.0,67.0,0,1,22.23,3.22,1,716.64
326,13,0,0,5.0,2,3,3,3,1,0,0,11.0,2.0,3,2.0,60.0,0,1,25.4,4.83,0,792.0
327,15,2,0,4.0,2,3,3,2,1,1,0,9.0,2.0,0,2.0,44.0,0,1,23.59,1.61,1,749.28
328,11,3,0,11.0,0,3,0,7,1,0,0,11.0,3.0,2,2.0,77.0,0,1,32.66,8.05,0,956.34
329,8,0,1,5.0,0,0,1,8,1,0,0,11.0,3.0,1,3.0,73.0,0,1,23.59,1.61,1,749.28
330,7,0,1,5.0,0,2,2,2,1,0,0,10.0,0.0,0,3.0,46.0,0,1,25.4,6.44,0,792.0
331,5,2,0,7.0,1,0,3,7,0,1,0,13.0,1.0,0,2.0,45.0,0,1,27.22,4.83,0,834.19
332,3,1,0,9.0,0,3,0,7,0,0,0,11.0,2.0,1,1.0,74.0,0,1,19.5,8.05,1,649.57
333,6,0,0,9.0,2,0,0,7,0,1,0,9.0,1.0,1,3.0,76.0,0,1,19.05,1.61,1,638.29
334,10,0,1,10.0,0,0,0,7,0,0,0,13.0,1.0,2,0.0,,0,1,29.03,4.83,0,875.45
335,6,0,1,1.0,2,1,3,5,1,1,0,10.0,2.0,3,2.0,85.0,0,0,20.41,3.22,1,672.17
336,6,0,1,8.0,1,1,2,3,0,1,0,11.0,3.0,3,3.0,44.0,0,1,17.24,3.22,1,592.24
337,0,1,1,7.0,1,3,2,4,0,1,0,13.0,2.0,1,0.0,52.0,0,1,34.02,0.0,0,986.05
338,8,0,0,13.0,2,0,0,7,0,0,0,11.0,0.0,2,1.0,,0,1,19.96,4.83,1,661.03
339,3,1,1,9.0,2,3,1,4,2,0,0,12.0,2.0,3,1.0,38.0,0,1,30.39,1.61,0,906.04
340,1,2,0,13.0,2,0,2,0,1,1,0,9.0,0.0,2,0.0,48.0,0,0,15.42,1.61,1,544.7
341,1,2,0,10.0,0,3,3,0,1,0,0,12.0,1.0,3,3.0,82.0,0,1,16.78,3.22,1,580.35
342,8,0,1,12.0,2,1,3,1,0,0,0,10.0,2.0,3,1.0,57.0,0,1,27.67,6.44,0,844.51
343,15,2,1,2.0,1,1,1,1,0,1,0,14.0,2.0,1,2.0,61.0,0,1,16.33,6.44,1,568.64
344,1,2,0,9.0,2,1,1,2,1,0,0,9.0,3.0,3,3.0,79.0,0,1,18.6,3.22,1,626.95
345,12,0,1,12.0,2,3,3,0,1,1,0,11.0,3.0,3,1.0,57.0,0,0,17.69,8.05,1,603.8
346,15,2,0,1.0,1,0,0,7,0,0,0,10.0,2.0,3,1.0,34.0,0,1,26.76,4.83,0,823.59
347,2,1,0,2.0,2,0,3,7,2,0,0,8.0,0.0,1,1.0,55.0,0,1,24.04,1.61,1,759.97
348,2,1,0,11.0,0,1,0,7,1,1,0,10.0,2.0,2,2.0,66.0,1,1,28.12,9.66,0,854.79
349,12,0,1,13.0,0,1,0,7,0,0,0,12.0,4.0,3,1.0,74.0,0,1,33.57,1.61,0,976.25
350,1,2,0,11.0,2,0,0,7,0,0,0,12.0,0.0,3,0.0,72.0,0,1,34.47,4.83,0,995.82
351,10,0,0,9.0,1,0,3,2,0,1,0,10.0,2.0,1,0.0,69.0,0,0,22.23,3.22,1,716.64
352,6,0,0,4.0,0,0,1,3,1,0,0,12.0,1.0,0,0.0,74.0,0,1,17.24,4.83,1,592.24
353,12,0,0,5.0,0,2,2,8,1,1,0,11.0,1.0,0,1.0,36.0,0,1,19.05,3.22,1,638.29
354,4,2,1,8.0,0,1,2,6,1,1,1,11.0,3.0,0,0.0,94.0,0,0,18.6,6.44,1,626.95
355,10,0,1,1.0,1,0,2,8,1,1,0,9.0,3.0,1,1.0,73.0,0,1,22.68,9.66,1,727.5
356,0,1,0,10.0,1,1,2,6,1,0,0,13.0,2.0,2,2.0,69.0,0,1,16.33,0.0,1,568.64
357,12,0,1,7.0,1,2,0,7,0,0,0,10.0,2.0,2,3.0,72.0,0,1,15.88,4.83,1,556.85
358,2,1,0,7.0,1,0,0,7,1,1,0,13.0,1.0,3,1.0,50.0,0,1,22.68,6.44,1,727.5
359,4,2,1,8.0,1,1,1,5,0,0,0,12.0,2.0,2,0.0,65.0,0,1,23.13,4.83,1,738.29
360,4,2,1,6.0,0,0,3,8,0,0,0,9.0,1.0,1,2.0,93.0,0,1,28.12,1.61,0,854.79
361,1,2,1,13.0,1,1,2,3,1,0,0,11.0,0.0,3,1.0,94.0,0,0,15.42,1.61,1,544.7
362,14,1,0,5.0,2,1,0,7,0,1,0,12.0,2.0,3,0.0,63.0,0,0,24.04,8.05,1,759.97
363,12,0,0,7.0,2,0,3,0,0,0,0,12.0,1.0,2,0.0,71.0,0,0,18.14,0.0,1,615.28
364,11,2,0,9.0,0,1,0,7,1,0,1,12.0,2.0,3,0.0,60.0,0,0,24.95,4.83,1,781.45
365,0,1,1,11.0,1,0,2,1,0,1,0,8.0,3.0,0,1.0,57.0,0,1,22.23,4.83,1,716.64
366,5,3,0,7.0,2,2,0,7,0,0,0,11.0,3.0,3,2.0,95.0,0,1,7.26,8.05,2,309.6
367,11,2,0,11.0,2,1,2,5,1,1,0,13.0,2.0,3,0.0,66.0,0,0,29.94,0.0,0,895.96
368,2,1,1,10.0,0,1,3,3,1,1,0,14.0,2.0,3,0.0,53.0,0,0,29.03,6.44,0,875.45
369,9,0,1,9.0,0,0,0,7,0,1,0,13.0,3.0,1,2.0,48.0,0,1,29.03,3.22,0,875.45
370,9,0,1,1.0,2,3,1,5,1,0,0,10.0,2.0,3,0.0,55.0,0,1,24.49,4.83,1,770.62
371,7,0,0,5.0,2,0,3,2,1,0,0,11.0,1.0,2,0.0,60.0,0,0,30.84,1.61,0,916.08
372,14,1,1,6.0,0,1,1,8,1,1,0,14.0,0.0,3,1.0,60.0,0,1,28.12,6.44,0,854.79
373,15,2,0,3.0,1,0,1,7,0,1,0,9.0,1.0,1,2.0,76.0,0,1,16.78,3.22,1,580.35
374,2,1,0,6.0,2,0,0,7,1,1,0,10.0,1.0,3,3.0,68.0,0,1,33.57,4.83,0,976.25
375,15,2,0,9.0,0,2,1,2,1,0,0,12.0,1.0,1,1.0,81.0,0,1,29.03,4.83,0,875.45
376,5,2,1,5.0,2,2,3,5,0,1,0,10.0,2.0,3,1.0,64.0,0,0,26.31,4.83,0,813.18
377,10,0,1,7.0,2,2,1,6,0,1,0,11.0,1.0,2,3.0,63.0,0,1,22.68,4.83,1,727.5
378,12,0,1,5.0,2,2,0,7,0,1,0,12.0,2.0,2,4.0,55.0,0,1,31.75,6.44,0,936.28
379,9,0,1,8.0,0,2,2,3,2,0,1,11.0,1.0,3,1.0,43.0,0,1,14.06,4.83,1,508.26
380,2,1,1,12.0,1,1,1,2,0,0,0,10.0,1.0,0,4.0,52.0,0,1,18.14,4.83,1,615.28
381,0,1,1,10.0,0,3,2,0,0,1,0,13.0,2.0,3,1.0,75.0,0,0,6.8,1.61,2,294.77
382,11,2,1,5.0,2,3,3,3,1,0,0,10.0,3.0,2,0.0,56.0,0,1,12.25,1.61,1,458.35
383,7,0,1,3.0,2,0,2,0,0,0,0,11.0,2.0,2,3.0,70.0,0,1,21.32,8.05,1,694.53
384,6,0,1,2.0,2,2,0,7,1,1,0,11.0,0.0,0,3.0,44.0,0,1,21.32,6.44,1,694.53
385,15,2,0,9.0,0,2,0,7,1,1,1,13.0,1.0,3,1.0,56.0,0,0,20.87,6.44,1,683.5
386,11,2,1,5.0,1,3,3,8,1,0,0,12.0,0.0,3,1.0,55.0,0,1,12.25,3.22,1,458.35
387,11,2,0,3.0,0,3,3,3,1,0,0,12.0,2.0,2,1.0,55.0,0,1,24.95,3.22,1,781.45
388,11,2,1,5.0,1,2,0,7,1,0,0,11.0,1.0,3,1.0,56.0,0,1,27.67,3.22,0,844.51
389,3,1,1,4.0,1,1,1,0,1,0,0,10.0,3.0,2,1.0,68.0,0,1,30.84,6.44,0,916.08
390,10,0,1,11.0,0,0,1,2,2,0,0,10.0,1.0,2,1.0,94.0,0,1,27.67,0.0,0,844.51
391,6,0,0,7.0,2,2,2,3,0,0,0,11.0,3.0,3,0.0,67.0,0,0,33.57,4.83,0,976.25
392,9,0,0,11.0,2,1,0,7,0,1,0,11.0,2.0,0,1.0,66.0,0,0,31.3,0.0,0,926.31
393,5,2,0,12.0,2,3,2,0,1,1,0,11.0,2.0,3,0.0,89.0,0,0,25.4,6.44,0,792.0
394,2,1,1,11.0,2,0,2,6,0,0,0,11.0,2.0,1,2.0,47.0,0,1,26.31,1.61,0,813.18
395,1,2,1,13.0,0,3,0,7,1,0,0,11.0,0.0,2,1.0,61.0,0,1,8.16,4.83,2,337.96
396,15,2,0,1.0,2,0,3,7,1,0,0,11.0,0.0,2,0.0,93.0,0,1,21.32,6.44,1,694.53
397,5,2,0,13.0,2,0,2,8,1,0,0,11.0,2.0,1,2.0,95.0,0,1,34.93,4.83,0,1005.77
398,7,0,0,8.0,0,0,2,8,1,0,0,11.0,1.0,1,3.0,57.0,0,1,31.75,6.44,0,936.28
399,5,2,1,8.0,1,0,3,4,0,1,0,11.0,1.0,3,1.0,72.0,0,0,6.8,0.0,2,294.77
400,12,0,1,7.0,1,0,2,8,0,1,0,9.0,1.0,2,3.0,63.0,0,1,19.96,3.22,1,661.03
401,13,2,1,1.0,1,2,1,3,1,0,0,12.0,0.0,3,1.0,51.0,0,1,14.51,3.22,1,520.41
402,8,0,0,7.0,2,1,0,7,1,0,0,11.0,2.0,3,1.0,57.0,0,1,24.49,3.22,1,770.62
403,13,2,0,1.0,2,2,2,8,0,0,0,9.0,0.0,3,2.0,57.0,0,0,27.67,4.83,0,844.51
404,1,2,0,7.0,1,2,0,7,0,1,0,10.0,1.0,3,1.0,58.0,0,1,36.29,6.44,0,1035.0
405,9,0,0,7.0,2,2,2,6,1,1,0,10.0,1.0,0,0.0,89.0,0,0,18.14,4.83,1,615.28
406,4,2,1,5.0,2,0,0,7,1,1,0,11.0,2.0,2,0.0,72.0,0,0,21.32,4.83,1,694.53
407,0,1,1,7.0,2,0,1,4,0,0,0,11.0,4.0,1,2.0,75.0,0,1,13.15,4.83,1,483.38
408,1,2,1,13.0,2,0,2,5,0,1,0,10.0,3.0,1,2.0,69.0,0,0,23.13,1.61,1,738.29
409,9,0,1,10.0,0,0,2,2,0,1,0,11.0,0.0,3,4.0,69.0,0,0,10.89,3.22,1,419.63
410,5,2,0,2.0,1,1,3,1,0,0,0,11.0,2.0,0,1.0,47.0,0,1,27.67,1.61,0,844.51
411,1,2,0,13.0,1,0,0,7,1,1,0,12.0,1.0,3,1.0,,0,1,25.85,1.61,0,802.5
412,15,3,1,6.0,2,1,2,1,1,0,0,12.0,0.0,3,1.0,74.0,0,1,34.02,3.22,0,986.05
413,5,2,1,9.0,2,0,3,8,0,0,0,12.0,1.0,1,3.0,100.0,0,0,22.68,4.83,1,727.5
414,4,2,0,5.0,0,0,1,1,0,1,0,10.0,3.0,1,1.0,52.0,0,1,14.97,3.22,1,532.74
415,10,0,0,8.0,0,3,3,1,1,1,0,10.0,1.0,2,3.0,70.0,0,1,8.62,4.83,2,352.15
416,2,1,0,4.0,0,1,2,5,1,1,0,11.0,1.0,3,0.0,54.0,0,0,31.3,3.22,0,926.31
417,15,2,1,9.0,2,3,0,7,0,1,0,10.0,1.0,2,1.0,72.0,0,1,14.97,9.66,1,532.74
418,6,0,0,11.0,0,3,1,5,0,0,0,12.0,0.0,3,1.0,70.0,0,1,36.29,6.44,0,1035.0
419,4,2,0,8.0,0,2,3,8,1,0,0,11.0,1.0,3,4.0,54.0,0,1,27.67,8.05,0,844.51
420,8,0,1,13.0,1,2,0,7,0,0,0,10.0,1.0,2,0.0,88.0,0,1,19.5,1.61,1,649.57
421,7,0,0,7.0,2,2,2,8,1,1,1,9.0,1.0,1,2.0,73.0,0,1,34.02,3.22,0,986.05
422,10,0,1,1.0,2,0,0,7,0,1,0,11.0,2.0,0,3.0,100.0,0,0,21.32,4.83,1,694.53
423,15,2,1,13.0,2,3,1,8,1,0,0,11.0,3.0,0,0.0,80.0,0,1,26.31,0.0,0,813.18
424,5,2,0,7.0,0,0,2,3,1,0,0,11.0,4.0,1,1.0,66.0,0,1,24.04,3.22,1,759.97
425,15,2,0,5.0,1,2,3,6,1,0,0,13.0,4.0,1,1.0,87.0,0,1,31.3,3.22,0,926.31
426,2,1,0,13.0,2,2,0,7,1,0,1,9.0,1.0,0,4.0,84.0,0,0,22.68,3.22,1,727.5
427,14,1,0,4.0,0,1,2,0,1,1,1,10.0,2.0,3,0.0,66.0,0,0,26.31,4.83,0,813.18
428,0,1,0,9.0,2,2,2,6,0,0,1,10.0,2.0,3,4.0,,0,0,27.67,4.83,0,844.51
429,7,0,1,9.0,0,3,1,6,0,0,0,11.0,2.0,3,0.0,90.0,0,1,24.04,3.22,1,759.97
430,9,0,0,13.0,1,0,0,7,1,1,0,13.0,1.0,3,3.0,74.0,1,1,24.04,4.83,1,759.97
431,0,1,0,10.0,1,0,0,7,0,1,0,11.0,2.0,3,1.0,58.0,0,1,31.3,6.44,0,926.31
432,15,2,0,10.0,1,0,2,3,2,0,0,11.0,3.0,3,2.0,63.0,0,1,19.5,4.83,1,649.57
433,5,2,0,9.0,2,2,0,7,0,0,0,9.0,2.0,3,4.0,80.0,0,1,27.22,4.83,0,834.19
434,9,0,1,5.0,2,0,0,7,0,1,0,11.0,1.0,2,0.0,71.0,0,1,24.49,0.0,1,770.62
435,8,0,1,11.0,1,0,3,5,0,0,0,11.0,3.0,2,1.0,76.0,0,1,23.13,9.66,1,738.29
436,3,1,0,4.0,2,3,0,7,1,0,0,11.0,1.0,3,1.0,56.0,0,1,30.39,6.44,0,906.04
437,2,1,1,10.0,1,0,3,5,1,0,0,9.0,1.0,1,3.0,57.0,0,1,22.68,4.83,1,727.5
438,1,2,1,3.0,2,1,2,0,0,1,0,12.0,0.0,0,0.0,66.0,0,0,24.04,1.61,1,759.97
439,12,0,0,1.0,0,0,3,4,0,1,0,11.0,2.0,3,0.0,56.0,0,0,27.22,4.83,0,834.19
440,14,1,0,3.0,2,1,1,0,0,1,0,11.0,1.0,3,2.0,88.0,1,1,30.84,3.22,0,916.08
441,14,1,1,12.0,1,3,3,6,0,1,0,12.0,3.0,3,1.0,85.0,0,1,27.67,8.05,0,844.51
442,10,0,1,9.0,0,1,0,7,0,0,0,12.0,2.0,3,1.0,67.0,0,1,17.69,8.05,1,603.8
